vehicle_type,vehicle_manoeuvre,junction_location,skidding_and_overturning,hit_object_in_carriageway,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_of_vehicle,driver_home_area_type,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,66,2,Urban area,Driver or rider,Male,25,survived
Car,Going ahead other,Leaving main road,Skidded,Parked vehicle,Other,Female,42,4,unknown,Driver or rider,Female,30,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,31,14,Urban area,Driver or rider,Male,31,survived
Car,Parked,Leaving roundabout,Skidded,Other object,Other,Male,38,9,Urban area,Pedestrian,Female,68,survived
Pedal cycle,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,22,7,Urban area,Driver or rider,Male,22,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,21,7,Urban area,Pedestrian,Male,20,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,39,7,Rural,Driver or rider,Male,39,survived
Van ,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,32,3,Urban area,Driver or rider,Male,30,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,51,5,Rural,Driver or rider,Male,51,Died
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,64,7,Urban area,Driver or rider,Male,64,survived
Bus,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Male,40,14,Urban area,Passenger,Female,72,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,55,7,Urban area,Driver or rider,Female,55,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,84,3,Urban area,Driver or rider,Male,17,Died
Car,Reversing,Leaving main road,Skidded,Other object,from work,Male,26,7,Urban area,Driver or rider,Male,30,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,21,11,Urban area,Driver or rider,Male,26,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,47,7,Urban area,Driver or rider,Male,47,Died
Car,Slowing or stopping,Mid Junction ,Skidded,Other object,Other,Male,50,10,Urban area,Driver or rider,Male,50,survived
Car,U-turn,Approaching junction or waiting,Skidded,Other object,Other,Female,44,7,Urban area,Driver or rider,Male,46,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,37,7,Urban area,Driver or rider,Male,37,survived
Taxi,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,7,unknown,Passenger,Female,19,survived
Car,Going ahead other,Leaving roundabout,Overturned,Other object,Other,Female,18,11,unknown,Passenger,Female,19,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,62,10,Urban area,Passenger,Male,78,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Female,43,5,Urban area,Driver or rider,Female,37,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,64,6,Urban area,Passenger,Female,17,survived
Motorcycle ,Turning right,Mid Junction ,Skidded,Other object,Other,Male,63,8,Urban area,Driver or rider,Male,45,survived
Van ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,27,7,Rural,Driver or rider,Male,65,survived
Car,Turning left,Leaving main road,Skidded,Bollard or refuge,Other,Female,22,14,Urban area,Passenger,Female,19,survived
Car,Going ahead other,Leaving main road,Skidded ,Other object,Other,Male,74,7,Small town,Pedestrian,Female,27,survived
Van ,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,29,9,Urban area,Driver or rider,Male,22,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Female,33,12,Urban area,Driver or rider,Male,13,survived
Motorcycle ,Reversing,Leaving main road,Skidded,Kerb,Other,Male,17,7,unknown,Driver or rider,Male,17,survived
Car,Moving off,Leaving main road,Skidded,Other object,Other,Male,49,1,Urban area,Driver or rider,Male,75,survived
Pedal cycle,Turning left,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,18,7,unknown,Driver or rider,Female,18,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Female,53,4,Urban area,Driver or rider,Female,53,survived
Goods ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,7,Urban area,Passenger,Male,66,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,27,5,Urban area,Driver or rider,Male,27,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,44,10,Urban area,Driver or rider,Male,57,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,40,2,Rural,Passenger,Female,35,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,29,6,Urban area,Driver or rider,Male,29,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,34,10,Urban area,Driver or rider,Female,65,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,from work,Female,49,6,Rural,Driver or rider,Female,40,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,44,4,Rural,Driver or rider,Male,44,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,from work,Female,28,2,Urban area,Pedestrian,Male,19,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,66,12,Rural,Driver or rider,Male,77,survived
Van ,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Male,51,9,Urban area,Driver or rider,Female,26,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,62,6,Urban area,Passenger,Male,10,survived
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Male,23,13,Urban area,Driver or rider,Male,23,survived
Car,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,7,unknown,Pedestrian,Male,89,survived
Motorcycle ,Turning right,Leaving main road,Skidded,Other object,Other,Male,16,2,Urban area,Driver or rider,Male,16,survived
Motorcycle ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,22,7,Urban area,Driver or rider,Male,22,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,30,12,Small town,Passenger,Female,20,survived
Motorcycle ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,17,15,Urban area,Driver or rider,Male,17,survived
Bus,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,38,8,unknown,Driver or rider,Female,25,survived
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Passenger,Male,35,survived
Car,Reversing,Cleared junction or waiting,Skidded,Other object,Journey as part of work,Male,30,7,Small town,Passenger,Male,19,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Female,18,5,Urban area,Driver or rider,Female,36,survived
Car,Parked,Cleared junction or waiting,Skidded,Other object,Other,Male,39,7,Urban area,Passenger,Female,3,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,44,12,Urban area,Passenger,Female,18,survived
Van ,Parked,Leaving main road,Skidded,Other object,Journey as part of work,Male,28,7,Urban area,Driver or rider,Male,19,Died
Car,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Male,20,12,Urban area,Driver or rider,Female,32,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Female,33,1,Small town,Driver or rider,Female,24,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,23,16,Urban area,Driver or rider,Male,26,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,65,9,Urban area,Driver or rider,Female,82,Died
Goods ,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,27,7,unknown,Driver or rider,Male,34,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,38,7,unknown,Pedestrian,Male,15,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,49,7,Urban area,Driver or rider,Male,49,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,52,5,Urban area,Driver or rider,Male,29,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,82,7,Urban area,Driver or rider,Male,19,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,19,7,Urban area,Passenger,Male,21,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,23,10,Rural,Passenger,Female,54,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,from work,Female,34,15,Urban area,Driver or rider,Female,34,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,30,9,Urban area,Driver or rider,Female,24,survived
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Female,21,2,Urban area,Pedestrian,Male,28,survived
Car,Turning right,Leaving main road,Skidded,Other object,from work,Male,44,7,Urban area,Driver or rider,Male,40,survived
Car,Going ahead other,Mid Junction ,Skidded,Kerb,Other,Female,74,7,Small town,Driver or rider,Female,74,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,44,11,Small town,Passenger,Male,64,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Female,42,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,33,7,Urban area,Driver or rider,Female,33,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,from work,Female,24,18,Urban area,Driver or rider,Female,24,survived
Pedal cycle,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,30,7,Urban area,Driver or rider,Male,30,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,62,1,unknown,Driver or rider,Male,62,survived
Van ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,31,7,Urban area,Driver or rider,Male,19,survived
Van ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,74,7,Small town,Passenger,Female,81,survived
Motorcycle ,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,38,6,unknown,Driver or rider,Female,52,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,17,7,Urban area,Driver or rider,Male,53,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Female,22,10,Urban area,Driver or rider,Female,22,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,34,1,Urban area,Driver or rider,Male,54,survived
Van ,Parked,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,35,12,unknown,Pedestrian,Male,35,Died
Bus,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,31,7,Urban area,Driver or rider,Male,39,survived
Car,Turning right,Leaving main road,Skidded,Other object,from work,Male,49,3,Urban area,Driver or rider,Female,47,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,18,7,Urban area,Driver or rider,Female,35,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,76,9,Urban area,Passenger,Female,67,Died
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Male,38,9,Urban area,Passenger,Female,50,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,from work,Male,46,11,Urban area,Driver or rider,Female,44,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,46,3,Urban area,Passenger,Male,21,survived
Pedal cycle,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,52,7,unknown,Driver or rider,Male,52,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,22,12,Small town,Driver or rider,Male,33,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,54,7,unknown,Driver or rider,Male,27,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,40,7,Urban area,Driver or rider,Male,40,Died
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Male,18,7,Rural,Passenger,Male,19,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Female,23,8,Urban area,Passenger,Male,24,survived
Bus,Turning left,Leaving main road,Skidded,Other object,Journey as part of work,Male,57,7,Urban area,Passenger,Female,40,survived
Taxi,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,47,10,Urban area,Driver or rider,Male,10,survived
Car,Going ahead other,Leaving main road,Skidded ,Other object,Other,Male,20,7,Urban area,Passenger,Male,19,survived
Taxi,Reversing,Mid Junction ,Skidded,Other object,Other,Male,22,7,Urban area,Driver or rider,Male,22,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,17,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,25,7,Urban area,Driver or rider,Male,25,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,56,19,Urban area,Driver or rider,Male,22,survived
Car,Parked,Cleared junction or waiting,Skidded,Other object,Other,Male,41,5,Urban area,Pedestrian,Male,76,Died
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,45,14,Urban area,Driver or rider,Male,45,survived
Bus,Moving off,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Passenger,Male,49,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Kerb,Other,Male,19,8,Urban area,Passenger,Male,19,survived
Car,Parked,Cleared junction or waiting,Skidded,Parked vehicle,from work,Male,37,1,Urban area,Driver or rider,Male,20,survived
Car,Moving off,Leaving roundabout,Skidded,Kerb,Other,Female,25,5,Urban area,Driver or rider,Female,38,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,56,7,Rural,Driver or rider,Female,56,survived
Car,Parked,Leaving main road,Skidded,Other object,from school,Female,28,10,Urban area,Driver or rider,Female,28,survived
Car,Reversing,Approaching junction or waiting,Skidded,Other object,Other,Female,40,10,unknown,Pedestrian,Male,30,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,44,7,Urban area,Driver or rider,Female,44,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,from work,Female,50,5,Urban area,Driver or rider,Female,44,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,33,6,unknown,Passenger,Female,22,survived
